,title,author,published_date,published_date_precision,link,clean_url,excerpt,summary,rights,rank,topic,country,language,authors,media,is_opinion,twitter_account,_score,_id,used_params
24,Africa's Electricity-Access Problem Is Worse Than You Think,Vaclav Smil,2022-02-24 16:18:50,full,https://spectrum.ieee.org/electrification,ieee.org,"The grid's reach is limited, the supply even more so","To bridge this communications gap, our team at Mitsubishi Electric Research Laboratories has developed and built an AI system that does just that. We call the system scene-aware interaction, and we plan to include it in cars.As we drive down a street in downtown Los Angeles, our system's synthesized voice provides navigation instructions. But it doesn't give the sometimes hard-to-follow directions you'd get from an ordinary navigation system. Our system understands its surroundings and provides intuitive driving instructions, the way a passenger sitting in the seat beside you might do.",ieee.org,370,news,US,en,['Vaclav Smil'],https://spectrum.ieee.org/media-library/a-boy-walks-through-a-dark-neighborhood-lit-only-by-his-handheld-oil-lamp.jpg?id=29410338&width=1200&coordinates=0%2C300%2C0%2C300&height=600,False,@,13.010592,7a4bdf09f37dc6e6615ea6ea75f19c10,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
25,Three workable solutions to environmental problems  DW,Author: Claudia Dehn,2022-02-17 12:15:00,timezone unknown,https://www.dw.com/en/three-workable-solutions-to-environmental-problems/a-60811237,dw.com,The constant din of cities is bad for our health. That's one conclusion of a UN report published Thursday. People across the globe from Barcelona and Cario to New York are at risk of high blood…,"The constant din of cities is bad for our health. That's one conclusion of a UN report published Thursday.   People across the globe from Barcelona and Cario to New York are at risk of high blood pressure, diabetes and heart disease thanks to the constant roar of traffic, construction sites and other sources of noise pollution, according to the UN environment programme.  Noise pollution: Cities that never sleep   In Europe alone, loud and constant noise is responsible for 48,0000 cases of heart disease and the premature death of some 12,000 people a year.",dw.com,406,news,UA,en,"['Deutsche Welle', 'Www.Dw.Com', 'Author', 'Claudia Dehn']",https://static.dw.com/image/60717272_401.jpg,False,@dwnews,12.975578,71c27a5113b0b039a6e4c89d3da944b6,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
26,3 workable solutions to environmental problems  DW,Author: Claudia Dehn,2022-02-17 12:00:00,timezone unknown,https://www.dw.com/en/3-workable-solutions-to-environmental-problems/a-60811237,dw.com,The constant din of cities is bad for our health. That's one conclusion of a new UN report published today. People across the globe from Barcelona and Cario to New York are at risk of high blood…,"The constant din of cities is bad for our health. That's one conclusion of a new UN report published today.   People across the globe from Barcelona and Cario to New York are at risk of high blood pressure, diabetes and heart disease thanks to the constant roar of traffic, construction sites and other sources of noise pollution, according to the UN environment programme.  Noise pollution: Cities that never sleep   In Europe alone, loud and constant noise is responsible for 48,0000 cases of heart disease and the premature death of some 12,000 people a year.",dw.com,406,news,UA,en,"['Deutsche Welle', 'Www.Dw.Com', 'Author', 'Claudia Dehn']",https://static.dw.com/image/60717272_401.jpg,False,@dwnews,12.95789,f6790cb0dacea706b0e2a5fc0bef6bf0,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
27,Voices from Ukraine: ‘At least there are catacombs to hide in.',Michael Schwirtz,2022-02-24 07:08:35,full,https://www.nytimes.com/live/2022/02/24/world/russia-ukraine-putin,nytimes.com,"Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the…","Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the country.Blasts were heard in Kyiv, the capital; in Kharkiv, the second largest city; and in Kramatorsk in the region of Donetsk, one of two eastern Ukrainian territories claimed by Russia-backed separatists since 2014.Ukraine's Interior Ministry said that Russian troops had landed in the southern port city of Odessa and were crossing from Russia into Kharkiv.",nytimes.com,39,news,US,en,"['Michael Schwirtz', 'Amy Qin', 'Ivan Nechepurenko', 'Brendan Hoffman', 'Kevin Granville', 'Rick Paddock', 'Yu Young Jin', 'Matina Stevis-Gridneff', 'Edward Wong', 'Marc Santora']",https://static01.nyt.com/images/2022/02/23/world/live-blog-20220223-russia-ukraine1/live-blog-20220223-russia-ukraine1-facebookJumbo.jpg,False,,12.605142,9e9ecae26982b10dc64f13017ddeae88,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
28,Voices from Ukraine: ‘I believe in us.',Andrew E. Kramer,2022-02-24 06:34:21,full,https://www.nytimes.com/live/2022/02/24/world/russia-ukraine-putin,nytimes.com,"Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the…","Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the country.Blasts were heard in Kyiv, the capital; in Kharkiv, the second largest city; and in Kramatorsk in the region of Donetsk, one of two eastern Ukrainian territories claimed by Russia-backed separatists since 2014.Ukraine's Interior Ministry said that Russian troops had landed in the southern port city of Odessa and were crossing from Russia into Kharkiv.",Copyright 2022 The New York Times Company,39,news,US,en,['Andrew E. Kramer'],https://static01.nyt.com/images/2022/02/23/world/live-blog-20220223-russia-ukraine1/live-blog-20220223-russia-ukraine1-facebookJumbo.jpg,False,,12.602826,d5819155077970c55d98826cf547325a,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
29,Footage shows Russian troops entering Ukraine.,"Brenna Smith, Evan Hill and Dmitriy Khavin",2022-02-24 08:08:33,full,https://www.nytimes.com/live/2022/02/24/world/russia-ukraine-putin,nytimes.com,"Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the…","Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the country.Blasts were heard in Kyiv, the capital; in Kharkiv, the second largest city; and in Kramatorsk in the region of Donetsk, one of two eastern Ukrainian territories claimed by Russia-backed separatists since 2014.Ukraine's Interior Ministry said that Russian troops had landed in the southern port city of Odessa and were crossing from Russia into Kharkiv.",nytimes.com,39,news,US,en,"['Brenna Smith', 'Evan Hill', 'Dmitriy Khavin', 'Constant Meheut', 'Ivan Nechepurenko', 'Steven Erlanger', 'Kevin Granville', 'Nick Cumming-Bruce', 'Amy Qin', 'Brendan Hoffman']",https://static01.nyt.com/images/2022/02/24/video/24vid-ukraine-crimea-checkpoint-img/24vid-ukraine-crimea-checkpoint-img-facebookJumbo.jpg,False,,12.574036,64c90c7cfa749b0db85aefe316ff5023,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
30,NH3 and CO Emissions from Fifteen Euro 6d and Euro 6d-TEMP Gasoline-Fuelled Vehicles,Ricardo Suarez-Bertoa,2022-02-22 00:00:00,date,https://www.mdpi.com/2073-4344/12/3/245,mdpi.com,"Ammonia (NH3) plays a key role in atmospheric chemistry and largely contributes to the PM2.5 measured in urban areas around the globe. For that reason, the National Emission Ceilings directive,…","Open AccessArticle by
, , and * 


European Commission, Joint Research Centre (JRC), 21027 Ispra, Italy


*
Author to whom correspondence should be addressed. 



Academic Editor: Ioannis V. Yentekakis

Catalysts 2022, 12(3), 245; https://doi.org/10.3390/catal12030245 (registering DOI)


Received: 10 January 2022
/
Revised: 15 February 2022
/
Accepted: 19 February 2022
/
Published: 22 February 2022
 

Ammonia (NH3) plays a key role in atmospheric chemistry and largely contributes to the PM2.5 measured in urban areas around the globe.",Creative Commons Attribution (CC-BY),668,science,CH,en,"['Tommaso Selleri', 'Anastasios Melas', 'Pierre Bonnel', 'Ricardo Suarez-Bertoa']",https://www.mdpi.com/catalysts/catalysts-12-00245/article_deploy/html/images/catalysts-12-00245-g001-550.jpg,False,@MDPIOpenAccess,12.553601,4beb319ef6e6c82129b4ae0e47ff2290,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
31,BBC Ignore Lithium Battery Fire Story,Paul Homewood,2022-02-21 10:27:14,full,https://notalotofpeopleknowthat.wordpress.com/2022/02/21/bbc-ignore-lithium-battery-fire-story,wordpress.com,"By Paul Homewood This story has been doing the rounds in the last few days: BERLIN/LISBON (Reuters) -A ship carrying around 4,000 vehicles, including Porsches, Audis and Bentleys, that…","By Paul Homewood
 This story has been doing the rounds in the last few days: 
 
BERLIN/LISBON (Reuters) -A ship carrying around 4,000 vehicles, including Porsches, Audis and Bentleys, that caught fire near the coast of the Azores will be towed to another European country or the Bahamas, the captain of the nearest port told Reuters on Friday.
Lithium-ion batteries in the electric cars on board the vehicle carrier Felicity Ace have caught fire and the blaze requires specialist equipment to extinguish, captain Joao Mendes Cabecas of the port of Hortas said.",wordpress.com,21,news,IN,en,['Paul Homewood'],https://notalotofpeopleknowthat.files.wordpress.com/2022/02/image_thumb-117.png,False,,12.5488615,a4633f379890674f440b1ff2b9990ddb,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
32,"India, reliant on Russia for military equipment, refrains from criticizing invasion.",Emily Schmall,2022-02-24 05:45:56,full,https://www.nytimes.com/live/2022/02/24/world/russia-ukraine-putin,nytimes.com,"Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the…","Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the country.Blasts were heard in Kyiv, the capital; in Kharkiv, the second largest city; and in Kramatorsk in the region of Donetsk, one of two eastern Ukrainian territories claimed by Russia-backed separatists since 2014.Ukraine's Interior Ministry said that Russian troops had landed in the southern port city of Odessa and were crossing from Russia into Kharkiv.",Copyright 2022 The New York Times Company,39,news,US,en,['Emily Schmall'],https://static01.nyt.com/images/2022/03/23/world/23ukraine-briefing-india-russia-ukraine/23ukraine-briefing-india-russia-ukraine-facebookJumbo.jpg,False,,12.362679,4200766f5d2058d17d13edcbef75cc25,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
33,"Japan, hesitant to impose sanctions on Russia in 2014, embraces them now. One reason: China.",Motoko Rich and Makiko Inoue,2022-02-24 06:10:45,full,https://www.nytimes.com/live/2022/02/24/world/russia-ukraine-putin,nytimes.com,"Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the…","Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the country.Blasts were heard in Kyiv, the capital; in Kharkiv, the second largest city; and in Kramatorsk in the region of Donetsk, one of two eastern Ukrainian territories claimed by Russia-backed separatists since 2014.Ukraine's Interior Ministry said that Russian troops had landed in the southern port city of Odessa and were crossing from Russia into Kharkiv.",Copyright 2022 The New York Times Company,39,news,US,en,['Motoko Rich and Makiko Inoue'],https://static01.nyt.com/images/2022/03/23/world/23ukraine-briefing-japan-russia-sub/23ukraine-briefing-japan-russia-sub-facebookJumbo.jpg,False,,12.317709,d74cbccd8a8e2e2ba90c54f5e4780da8,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
34,Putin announces the start to a ‘military operation' against Ukraine.,Anton Troianovski and Neil MacFarquhar,2022-02-24 05:11:07,full,https://www.nytimes.com/live/2022/02/24/world/russia-ukraine-putin,nytimes.com,"Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the…","Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the country.Blasts were heard in Kyiv, the capital; in Kharkiv, the second largest city; and in Kramatorsk in the region of Donetsk, one of two eastern Ukrainian territories claimed by Russia-backed separatists since 2014.Ukraine's Interior Ministry said that Russian troops had landed in the southern port city of Odessa and were crossing from Russia into Kharkiv.",Copyright 2022 The New York Times Company,39,news,US,en,['Anton Troianovski and Neil MacFarquhar'],https://static01.nyt.com/images/2022/02/23/world/live-blog-20220223-russia-ukraine1/live-blog-20220223-russia-ukraine1-facebookJumbo.jpg,False,,12.317709,1ed6847570bbc0201b2638afc1700e1d,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
35,Ukraine asks Turkey to close the Bosporus and Dardanelles straits to warships.,Carlotta Gall,2022-02-24 08:31:55,full,https://www.nytimes.com/live/2022/02/24/world/russia-ukraine-putin,nytimes.com,"Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the…","Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the country.Blasts were heard in Kyiv, the capital; in Kharkiv, the second largest city; and in Kramatorsk in the region of Donetsk, one of two eastern Ukrainian territories claimed by Russia-backed separatists since 2014.Ukraine's Interior Ministry said that Russian troops had landed in the southern port city of Odessa and were crossing from Russia into Kharkiv.",Copyright 2022 The New York Times Company,39,news,US,en,['Carlotta Gall'],https://static01.nyt.com/images/2022/02/24/world/24ukraine-briefing-bosphorus/merlin_202274664_da43efc6-caac-4d7f-a121-2386ecd04b49-facebookJumbo.jpg,False,,12.274946,ad66dde96d5c6ad75d70422724d41981,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
36,Here's how the Russian attack is unfolding.,"Michael Schwirtz, Anton Troianovski, Marc Santora and Shashank Bengali",2022-02-24 08:26:12,full,https://www.nytimes.com/2022/02/24/world/europe/how-russia-attacked-ukraine.html,nytimes.com,"As President Vladimir V. Putin of Russia said on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the country.","liveUpdatesMaps of the ConflictWhat to KnowBiden Condemns InvasionContinue reading the main storyEarly Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the country.Blasts were heard in Kyiv, the capital; in Kharkiv, the second largest city; and in Kramatorsk in the region of Donetsk, one of two eastern Ukrainian territories claimed by Russia-backed separatists since 2014.",Copyright 2022 The New York Times Company,39,news,US,en,"['Michael Schwirtz, Anton Troianovski, Marc Santora and Shashank Bengali']",https://static01.nyt.com/images/2022/03/23/world/23ukraine-briefing-what-we-know-invasion-sub/23ukraine-briefing-what-we-know-invasion-sub-facebookJumbo.jpg,False,@nytimes,12.274946,e2f105a3817def120e5e6625ede373bb,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
37,The U.N. Security Council met to prevent military action by Putin. Russia invaded Ukraine as they spoke.,Farnaz Fassihi,2022-02-24 07:38:43,full,https://www.nytimes.com/live/2022/02/24/world/russia-ukraine-putin,nytimes.com,"Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the…","Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the country.Blasts were heard in Kyiv, the capital; in Kharkiv, the second largest city; and in Kramatorsk in the region of Donetsk, one of two eastern Ukrainian territories claimed by Russia-backed separatists since 2014.Ukraine's Interior Ministry said that Russian troops had landed in the southern port city of Odessa and were crossing from Russia into Kharkiv.",Copyright 2022 The New York Times Company,39,news,US,en,['Farnaz Fassihi'],https://static01.nyt.com/images/2022/03/23/world/23ukraine-briefing-united-nations-cover/23ukraine-briefing-united-nations-cover-facebookJumbo.jpg,False,,12.274946,ca732d893175bd2f654df49708938365,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
38,Florida Pulse discusses racism on eve of 10-year anniversary of Trayvon Martin's shooting death,,2022-02-18 19:45:00,timezone unknown,https://news.yahoo.com/florida-pulse-discusses-racism-eve-190730357.html,yahoo.com,"Join the USA TODAY Network-Florida for a panel discussion at 7 p.m. Tuesday, Feb 22.","It's been nearly 10 years since the shooting death of Trayvon Martin sparked a discussion about racism and helped fuel the Black Lives Matter movement in the United States.

What's changed in the last decade? What hasn't?

Martin was shot Feb. 26, 2012, by George Zimmerman, a neighborhood watch volunteer who claimed he felt threatened by the Black teenager. Zimmerman followed the 17-year-old in his car and then on foot. Zimmerman was found not guilty of second-degree murder and manslaughter at trial a year later.",yahoo.com,30,news,US,en,[],https://s.yimg.com/ny/api/res/1.2/o6cFgjUjG5V1Ci7xuj8QiA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD0xMjAw/https://s.yimg.com/uu/api/res/1.2/bdzwMDevDweuJB6Qic7aNg--~B/aD0xOTIwO3c9MTkyMDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/daily-commercial/53b1151e087f02e31b6a7948deeb102b,False,,12.117389,e06693d556ebb51406405a320e10a973,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
39,CNN's April Ryan Looks Back at a Historic 25 Years Covering the White House — and 5 Presidents Up Close,Diane Herbst,2022-02-22 16:15:00,full,https://people.com/politics/april-ryan-historic-25-years-covering-the-white-house-and-five-presidents,people.com,"From boogying with Al Gore to sitting down with George and Laura Bush in the bedroom of Air Force One to the ""hell"" of keeping up with Donald Trump","In the 25 years that April Ryan has been covering the White House — now the longest-serving Black woman in the press corps — she has had plenty of encounters with whomever was in the West Wing at the time. Some were good and some were bad, some were friendly, some were incidental and some were headline-making. Get push notifications with news, features and more. + Follow In September, for example, Ryan ran into President Joe Biden and after a jovial chat he promised her an interview. (She's still waiting.",people.com,760,news,US,en,"['Diane Herbst', 'February']",https://imagesvc.meredithcorp.io/v3/mm/image?q=60&c=sc&poi=face&w=1500&h=750&url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F20%2F2022%2F02%2F21%2Fapril-ryan-8.jpg,False,@people,12.065156,d5d129e66fbc1f7c33e81858c8a535b6,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
40,"Israel avoids criticizing Russia, a key Middle East military power.",Patrick Kingsley,2022-02-24 09:53:47,full,https://www.nytimes.com/live/2022/02/24/world/russia-ukraine-putin,nytimes.com,"Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the…","Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the country.Blasts were heard in Kyiv, the capital; in Kharkiv, the second largest city; and in Kramatorsk in the region of Donetsk, one of two eastern Ukrainian territories claimed by Russia-backed separatists since 2014.Ukraine's Interior Ministry said that Russian troops had landed in the southern port city of Odessa and were crossing from Russia into Kharkiv.",nytimes.com,39,news,US,en,"['Patrick Kingsley', 'Safak Timur', 'Austin Ramzy', 'Valerie Hopkins', 'Monika Pronczuk', 'Michael Schwirtz', 'Constant Meheut', 'Ivan Nechepurenko', 'Steven Erlanger', 'Kevin Granville']",https://static01.nyt.com/images/2022/02/23/world/live-blog-20220223-russia-ukraine1/live-blog-20220223-russia-ukraine1-facebookJumbo.jpg,False,,12.05068,e4f2b8ec9f8c393c6e68cfb6699d5145,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
41,"Voices from Ukraine: ‘It is scary, right?'",Marc Santora,2022-02-24 11:19:43,full,https://www.nytimes.com/live/2022/02/24/world/russia-attacks-ukraine,nytimes.com,"Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the…","Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the country.Blasts were heard in Kyiv, the capital; in Kharkiv, the second largest city; and in Kramatorsk in the region of Donetsk, one of two eastern Ukrainian territories claimed by Russia-backed separatists since 2014.Ukraine's Interior Ministry said that Russian troops had landed in the southern port city of Odessa and were crossing from Russia into Kharkiv.",Copyright 2022 The New York Times Company,39,news,US,en,['Marc Santora'],https://static01.nyt.com/images/2022/03/23/world/23ukraine-briefing-voices-lviv/23ukraine-briefing-voices-lviv-facebookJumbo.jpg,False,,12.05068,05db3527ca26a14fa495513e3cb39a76,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
42,Live Updates: Russia Attacks Ukraine From Land and Sea,"Michael Schwirtz, Anton Troianovski, Marc Santora and Shashank Bengali",2022-02-24 11:09:52,full,https://www.nytimes.com/live/2022/02/24/world/russia-attacks-ukraine,nytimes.com,"Ukraine's government said it faced 'a full-scale attack from multiple directions.' President Biden said he would deliver an address on Thursday, and world leaders condemned President Vladimir Putin's…","Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the country.Blasts were heard in Kyiv, the capital; in Kharkiv, the second largest city; and in Kramatorsk in the region of Donetsk, one of two eastern Ukrainian territories claimed by Russia-backed separatists since 2014.Ukraine's Interior Ministry said that Russian troops had landed in the southern port city of Odessa and were crossing from Russia into Kharkiv.",Copyright 2022 The New York Times Company,39,news,US,en,['The New York Times'],https://static01.nyt.com/images/2022/02/24/world/24ukraine-briefing-lead-promo01/24ukraine-briefing-lead-facebookJumbo.jpg,False,,12.047853,48c13003bb5c35bf907b9d002ff23d5e,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
43,Voices from Ukraine: ‘It's panic.',Michael Schwirtz,2022-02-24 09:23:30,full,https://www.nytimes.com/live/2022/02/24/world/russia-ukraine-putin,nytimes.com,"In one city in eastern Ukraine, there were long lines at banks and gas stations as anxious residents scrambled ahead of Russia's invasion.","Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the country.Blasts were heard in Kyiv, the capital; in Kharkiv, the second largest city; and in Kramatorsk in the region of Donetsk, one of two eastern Ukrainian territories claimed by Russia-backed separatists since 2014.Ukraine's Interior Ministry said that Russian troops had landed in the southern port city of Odessa and were crossing from Russia into Kharkiv.",nytimes.com,39,business,US,en,"['Michael Schwirtz', 'Constant Meheut', 'Ivan Nechepurenko', 'Steven Erlanger', 'Kevin Granville', 'Nick Cumming-Bruce', 'Amy Qin', 'Brendan Hoffman', 'Rick Paddock', 'Yu Young Jin']",https://static01.nyt.com/images/2022/02/24/world/24ukraine-briefing-schwirtz-02/24ukraine-briefing-schwirtz-02-facebookJumbo.jpg,False,,12.047853,afc9a500631617841de3e8b479c59ae2,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
44,AYRO Provides Incremental Corporate Update,Ayro,2022-02-17 13:05:00,full,http://globenewswire.com,globenewswire.com,"AUSTIN, Feb. 17, 2022 (GLOBE NEWSWIRE) -- AYRO, Inc. (Nasdaq: AYRO) ('AYRO' or the 'Company'), a designer and manufacturer of electric, purpose-built delivery vehicles and solutions for micro…","AUSTIN, Feb. 17, 2022 (GLOBE NEWSWIRE) -- AYRO, Inc. (Nasdaq: AYRO) ('AYRO' or the 'Company'), a designer and manufacturer of electric, purpose-built delivery vehicles and solutions for micro distribution, micro mobility, and last-mile delivery, provides an update on recent corporate and strategic initiatives from CEO Thomas Wittenschlaeger:Dear Shareholders and Investors,In the business update I provided in mid-December at our Annual Shareholders Meeting, I highlighted a number of initiatives we are currently undertaking at AYRO.",kulr8.com,610,news,US,en,"['Ayro', 'Inc.', 'Globe Newswire']",https://bloximages.newyork1.vip.townnews.com/kulr8.com/content/tncms/custom/image/48a16c4c-47ac-11ea-bc4e-9faae589508d.jpg?resize=600%2C315,False,@KULR,11.984754,280ac37363c5161049eac51c28107fad,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
45,"Leading the charge: road-testing Australia's EV stations on a 2,800km round trip",Peter Hannam,2022-02-18 19:00:13,full,https://www.theguardian.com/environment/2022/feb/19/leading-the-charge-road-testing-australias-ev-stations-on-a-2800km-round-trip,theguardian.com,A trip from Sydney to Melbourne and back revealed a series of pleasures and pitfalls of Australia's electrified open roads,"Electric vehicles are finally becoming a common sight on Australia's urban streets, with sales tripling last year.Until recently, though, limited battery size and a lack of fast charging stations meant out-of-town excursions required careful planning.State governments and fuel suppliers including Ampol have lately announced plans to greatly expand the network of charging sites across inland Australia. Most, though, will take time to build – possibly not fast enough to meet the surge in EVs on the road.",theguardian.com,56,news,GB,en,['Peter Hannam'],https://i.guim.co.uk/img/media/acdfffd769becd591e66bb4ca42f9205e17d2db9/1_1090_2979_1787/master/2979.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=1ec0d16d364cb696a901aa647e8c42fa,False,@guardian,11.933277,de8dacea9880a04ebc6892dfde4aea0b,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
46,In photos: Bombing hits the eastern Ukraine town of Chuhuyiv.,Michael Schwirtz,2022-02-24 12:39:23,full,https://www.nytimes.com/live/2022/02/24/world/russia-attacks-ukraine,nytimes.com,"Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the…","Early Thursday, just as President Vladimir V. Putin of Russia announced on television that he had decided 'to carry out a special military operation' in Ukraine, explosions were reported across the country.Blasts were heard in Kyiv, the capital; in Kharkiv, the second largest city; and in Kramatorsk in the region of Donetsk, one of two eastern Ukrainian territories claimed by Russia-backed separatists since 2014.Ukraine's Interior Ministry said that Russian troops had landed in the southern port city of Odessa and were crossing from Russia into Kharkiv.",Copyright 2022 The New York Times Company,39,news,US,en,"['Michael Schwirtz', 'Tyler Hicks', 'Stanley Reed', 'The New York Times', 'Safak Timur', 'Stephen Castle', 'Amy Qin', 'Constant Meheut', 'Marc Santora', 'Christopher F. Schuetze']",https://static01.nyt.com/images/2022/02/24/world/24ukraine-briefing-header-06promo/live-blog-20220224-russia-ukraine-news-header-06-facebookJumbo.jpg,False,,11.83508,178fa8cd812c96251cc50123c11d3429,"{'q': 'urban air mobility OR flying car', 'lang': 'en', 'to_rank': 1000, 'topic': '', 'page_size': 100, 'page': 1}"
